patent_id,patent_type,patent_date,patent_title,year,quarter,month,day_of_week,day_of_year,quarter_end,title_len_chars,title_len_words,title_has_number,title_has_acronym,kw_5g,kw_ai_ml,kw_cloud_edge,kw_security,kw_iot,kw_network,kw_energy,kw_antenna,kw_data,keyword_score,is_utility,is_design,is_other_type,tech_era
5611013,utility,11/03/1997,Optical miniature capsule,1997,1,3,1,70,31/03/1997,25,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5612954,utility,18/03/1997,Time switch system,1997,1,3,1,77,31/03/1997,18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5613205,utility,18/03/1997,System and method of locating a mobile terminal within the service area of a cellular telecommunication system,1997,1,3,1,77,31/03/1997,110,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5613208,utility,18/03/1997,Channel scan in cellular telephone system,1997,1,3,1,77,31/03/1997,41,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5613217,utility,18/03/1997,Transceiver site selection a cellular communications system,1997,1,3,1,77,31/03/1997,59,7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5613225,utility,18/03/1997,"Radio module included in a primary radio station, and a radio structure containing such modules",1997,1,3,1,77,31/03/1997,95,15,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5614904,utility,25/03/1997,Balance companded delta conversion for homodyne receiver,1997,1,3,1,84,31/03/1997,56,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5615209,utility,25/03/1997,Method and apparatus for CDMA signal orthogonalization,1997,1,3,1,84,31/03/1997,54,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5615231,utility,25/03/1997,Fast automatic gain control,1997,1,3,1,84,31/03/1997,27,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5615255,utility,25/03/1997,Method and apparatus for measuring loads in a common channel signalling link,1997,1,3,1,84,31/03/1997,76,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5615409,utility,25/03/1997,Method and apparatus for transmitting and receiving signals using two classes of channels,1997,1,3,1,84,31/03/1997,89,13,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5617414,utility,01/04/1997,Power reduction in time-space switches,1997,2,4,1,91,30/06/1997,38,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,legacy_1990s
5617452,utility,01/04/1997,Bit synchronizer,1997,2,4,1,91,30/06/1997,16,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5618197,utility,08/04/1997,Arrangement for establishing electrical connection,1997,2,4,1,98,30/06/1997,50,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5619210,utility,08/04/1997,Large phased-array communications satellite,1997,2,4,1,98,30/06/1997,43,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5619401,utility,08/04/1997,Circuit arrangement,1997,2,4,1,98,30/06/1997,19,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5619503,utility,08/04/1997,Cellular/satellite communications system with improved frequency re-use,1997,2,4,1,98,30/06/1997,71,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5619533,utility,08/04/1997,Channel-independent equalizer device,1997,2,4,1,98,30/06/1997,36,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5619607,utility,08/04/1997,Device for velocity matching between electrical and optical signals in a wave guide structure,1997,2,4,1,98,30/06/1997,93,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5621733,utility,15/04/1997,Packet data network,1997,2,4,1,105,30/06/1997,19,3,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,legacy_1990s
5621783,utility,15/04/1997,Method and an arrangement relating to telecommunications systems,1997,2,4,1,105,30/06/1997,64,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5623488,utility,22/04/1997,Call set-up server,1997,2,4,1,112,30/06/1997,18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5623532,utility,22/04/1997,Hardware and data redundant architecture for nodes in a communications system,1997,2,4,1,112,30/06/1997,77,11,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_1990s
5625648,utility,29/04/1997,Signal receiving and signal processing unit,1997,2,4,1,119,30/06/1997,43,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5625872,utility,29/04/1997,Method and system for delayed transmission of fast associated control channel messages on a voice channel,1997,2,4,1,119,30/06/1997,105,16,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5627858,utility,06/05/1997,Multi-channel autobauding circuit,1997,2,5,1,126,30/06/1997,33,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5627888,utility,06/05/1997,Telecommunication system for handling basic and supplementary functions,1997,2,5,1,126,30/06/1997,71,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5627921,utility,06/05/1997,Optical fiber for sensors including holes in cladding,1997,2,5,1,126,30/06/1997,53,8,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,legacy_1990s
5628055,utility,06/05/1997,Modular radio communications system,1997,2,5,1,126,30/06/1997,35,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5629655,utility,13/05/1997,Integrated distributed RC low-pass filters,1997,2,5,1,133,30/06/1997,42,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5630205,utility,13/05/1997,Mobile phone having voice message capability,1997,2,5,1,133,30/06/1997,44,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5631604,utility,20/05/1997,Waste energy control and management in power amplifiers,1997,2,5,1,140,30/06/1997,55,8,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,legacy_1990s
5631646,utility,20/05/1997,Method for determination of errors in analogue-digital conversion,1997,2,5,1,140,30/06/1997,65,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5631898,utility,20/05/1997,Cellular/satellite communications system with improved frequency re-use,1997,2,5,1,140,30/06/1997,71,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5631934,utility,20/05/1997,Method for adapting data flows,1997,2,5,1,140,30/06/1997,30,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_1990s
5631969,utility,20/05/1997,System for limiting the magnitude of sampled data,1997,2,5,1,140,30/06/1997,49,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_1990s
5632004,utility,20/05/1997,Method and apparatus for encoding/decoding of background sounds,1997,2,5,1,140,30/06/1997,63,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5633643,utility,27/05/1997,Method and device for signal-processing in a radar system,1997,2,5,1,147,30/06/1997,57,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5633874,utility,27/05/1997,Automatic retransmission request,1997,2,5,1,147,30/06/1997,32,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5633878,utility,27/05/1997,Self-diagnostic data buffers,1997,2,5,1,147,30/06/1997,28,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_1990s
5633893,utility,27/05/1997,Digital modulation method with controlled envelope variation,1997,2,5,1,147,30/06/1997,60,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5633921,utility,27/05/1997,Providing special services to a caller configured as a virtual called party,1997,2,5,1,147,30/06/1997,75,12,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,legacy_1990s
5634126,utility,27/05/1997,Software program structure and method for modulizing the operations of a telecommunications system,1997,2,5,1,147,30/06/1997,98,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5634193,utility,27/05/1997,Method of locating a mobile station in a mobile telephone system having indoor and outdoor base stations,1997,2,5,1,147,30/06/1997,104,17,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5634195,utility,27/05/1997,System and method for setting of output power parameters in a cellular mobile telecommunication system,1997,2,5,1,147,30/06/1997,102,15,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,legacy_1990s
5636272,utility,03/06/1997,Apparatus amd method for increasing the intelligibility of a loudspeaker output and for echo cancellation in telephones,1997,2,6,1,154,30/06/1997,119,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5638024,utility,10/06/1997,Waste energy control and management in power amplifiers,1997,2,6,1,161,30/06/1997,55,8,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,legacy_1990s
5638357,utility,10/06/1997,Distributed method for periodical routing verification test scheduling,1997,2,6,1,161,30/06/1997,70,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5638372,utility,10/06/1997,Providing filler data to transmitters in a radio communication system,1997,2,6,1,161,30/06/1997,69,10,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,legacy_1990s
5638401,utility,10/06/1997,Method and apparatus for generating plural quadrature modulated carriers,1997,2,6,1,161,30/06/1997,72,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5638435,utility,10/06/1997,Impulse signal convertor,1997,2,6,1,161,30/06/1997,24,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5638476,utility,10/06/1997,Controlled splicing of optical fibers,1997,2,6,1,161,30/06/1997,37,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5640677,utility,17/06/1997,Best server selection in layered cellular radio system,1997,2,6,1,168,30/06/1997,54,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5640679,utility,17/06/1997,Method and an apparatus for handing off mobile station from a first to a second channel in a mobile communication system,1997,2,6,1,168,30/06/1997,120,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5642350,utility,24/06/1997,Peer to peer network for a mobile radio transceiver,1997,2,6,1,175,30/06/1997,51,9,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5642355,utility,24/06/1997,Method of supporting extended range in a TDMA system,1997,2,6,1,175,30/06/1997,52,9,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5642358,utility,24/06/1997,Multiple beamwidth phased array,1997,2,6,1,175,30/06/1997,31,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5642384,utility,24/06/1997,Trellis coded modulation scheme with low envelope variation for mobile radio by constraining a maximum modulus of a differential phase angle,1997,2,6,1,175,30/06/1997,140,21,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5642453,utility,24/06/1997,Enhancing the nonlinearity of an optical waveguide,1997,2,6,1,175,30/06/1997,50,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5644272,utility,01/07/1997,High frequency balun provided in a multilayer substrate,1997,3,7,1,182,30/09/1997,55,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5644708,utility,01/07/1997,Method and device to control a memory,1997,3,7,1,182,30/09/1997,37,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
D380475,design,01/07/1997,Telecommunication apparatus housing,1997,3,7,1,182,30/09/1997,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_1990s
5646628,utility,08/07/1997,Method of treating periodic signals,1997,3,7,1,189,30/09/1997,35,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5646963,utility,08/07/1997,Fast automatic gain control,1997,3,7,1,189,30/09/1997,27,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5649040,utility,15/07/1997,Splicing aged optical fibers,1997,3,7,1,196,30/09/1997,28,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5649287,utility,15/07/1997,Orthogonalizing methods for antenna pattern nullfilling,1997,3,7,1,196,30/09/1997,55,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,legacy_1990s
5649350,utility,22/07/1997,Method of mass producing printed circuit antennas,1997,3,7,1,203,30/09/1997,49,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,legacy_1990s
5650995,utility,22/07/1997,Console dispatch in an extended multisite radio communications network,1997,3,7,1,203,30/09/1997,70,9,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5652546,utility,29/07/1997,AM-FM transmitter power amplifier using class-BC,1997,3,7,1,210,30/09/1997,48,6,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,legacy_1990s
5652750,utility,29/07/1997,Optical satellite feeder links,1997,3,7,1,210,30/09/1997,30,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5652834,utility,29/07/1997,Method of avoiding non-desired interference between services by creating a truncated binomial tree which represent active or passive action elements,1997,3,7,1,210,30/09/1997,148,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5654626,utility,05/08/1997,Boost-converter with low losses,1997,3,8,1,217,30/09/1997,31,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5654677,utility,05/08/1997,Relaxation oscillator of reduced complexity using CMOS equivalent of a four-layer diode,1997,3,8,1,217,30/09/1997,87,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5654901,utility,05/08/1997,Loading software into field test equipment,1997,3,8,1,217,30/09/1997,42,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5655071,utility,05/08/1997,Method and a system for distributed supervision of hardware,1997,3,8,1,217,30/09/1997,59,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5655215,utility,05/08/1997,Layer 2 protocol in a cellular communication system,1997,3,8,1,217,30/09/1997,51,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5657288,utility,12/08/1997,Efficient addressing of large memories,1997,3,8,1,224,30/09/1997,38,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5657348,utility,12/08/1997,Method for forming a quality measure for signal bursts,1997,3,8,1,224,30/09/1997,54,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5657372,utility,12/08/1997,Systems and methods for selectively accepting telephone calls without establishing voice communications,1997,3,8,1,224,30/09/1997,103,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5657451,utility,12/08/1997,System for determining whether to accept new supplementary services based upon identified types of supplementary service interactions and identified supplementary service interaction criteria,1997,3,8,1,224,30/09/1997,191,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5659190,utility,19/08/1997,Semiconductor device in a thin active layer with high breakdown voltage,1997,3,8,1,231,30/09/1997,71,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5659284,utility,19/08/1997,Electric fuse and protective circuit,1997,3,8,1,231,30/09/1997,36,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5659881,utility,19/08/1997,Distributed method of call arbitration in an RF trunking multisite coordinator architecture,1997,3,8,1,231,30/09/1997,91,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5661724,utility,26/08/1997,Satellite diversity scheme,1997,3,8,1,238,30/09/1997,26,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5661790,utility,26/08/1997,Call back service for a regulatory restrictive area,1997,3,8,1,238,30/09/1997,51,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
D382873,design,26/08/1997,Portable communications device,1997,3,8,1,238,30/09/1997,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_1990s
5663957,utility,02/09/1997,Dual mode satellite/cellular terminal,1997,3,9,1,245,30/09/1997,37,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5663958,utility,02/09/1997,Method and apparatus for dynamically selecting the length of mobile station burst communications on the reverse digital control channel,1997,3,9,1,245,30/09/1997,135,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
D383130,design,02/09/1997,Telephone,1997,3,9,1,245,30/09/1997,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_1990s
5666348,utility,09/09/1997,Packet switched radio channel admission control in a cellular telecommunications system,1997,3,9,1,252,30/09/1997,87,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5666374,utility,09/09/1997,Tunable optical arrangement,1997,3,9,1,252,30/09/1997,27,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5666649,utility,09/09/1997,Communications system having variable system performance capability,1997,3,9,1,252,30/09/1997,67,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5666650,utility,09/09/1997,Split neighbor lists for multiple hyperband capable cellular communications systems,1997,3,9,1,252,30/09/1997,83,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5668462,utility,16/09/1997,Method and apparatus for controlling a charging current of a battery in a portable chargeable electronic unit,1997,3,9,1,259,30/09/1997,109,17,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,legacy_1990s
5668820,utility,16/09/1997,Digital communication system having a punctured convolutional coding system and method,1997,3,9,1,259,30/09/1997,86,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5668837,utility,16/09/1997,Dual-mode radio receiver for receiving narrowband and wideband signals,1997,3,9,1,259,30/09/1997,70,9,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5668866,utility,16/09/1997,Apparatus for protecting a subscriber line interface circuit against overvoltages,1997,3,9,1,259,30/09/1997,81,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5668876,utility,16/09/1997,User authentication method and apparatus,1997,3,9,1,259,30/09/1997,40,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,legacy_1990s
5669060,utility,16/09/1997,Method and apparatus for enhancing call set-up and handoff quality,1997,3,9,1,259,30/09/1997,66,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5669066,utility,16/09/1997,Dynamic control of transmitting power at a transmitter and attenuation at a receiver,1997,3,9,1,259,30/09/1997,84,13,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,legacy_1990s
5670964,utility,23/09/1997,Navigation assistance for call handling in mobile telephone systems,1997,3,9,1,266,30/09/1997,67,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
D384066,design,23/09/1997,GSM fixed cellular terminal,1997,3,9,1,266,30/09/1997,27,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_1990s
5671805,utility,30/09/1997,Method and device for cooling in closed spaces,1997,3,9,1,273,30/09/1997,46,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5672844,utility,30/09/1997,Apparatus for the suppression of electromagnetic interference in an electronic system,1997,3,9,1,273,30/09/1997,85,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5673291,utility,30/09/1997,Simultaneous demodulation and decoding of a digitally modulated radio signal using known symbols,1997,3,9,1,273,30/09/1997,96,13,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5675377,utility,07/10/1997,True three-dimensional imaging and display system,1997,4,10,1,280,31/12/1997,49,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5675612,utility,07/10/1997,Method and apparatus for timing recovery,1997,4,10,1,280,31/12/1997,40,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5677930,utility,14/10/1997,Method and apparatus for spread spectrum channel estimation,1997,4,10,1,287,31/12/1997,59,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5678179,utility,14/10/1997,Message transmission system and method for a radiocommunication system,1997,4,10,1,287,31/12/1997,70,9,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5678281,utility,21/10/1997,Clip assembly,1997,4,10,1,294,31/12/1997,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5680235,utility,21/10/1997,Optical multichannel system,1997,4,10,1,294,31/12/1997,27,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5680418,utility,21/10/1997,Removing low frequency interference in a digital FM receiver,1997,4,10,1,294,31/12/1997,60,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5680419,utility,21/10/1997,Method of and apparatus for interference rejection combining in multi-antenna digital cellular communications systems,1997,4,10,1,294,31/12/1997,117,14,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,legacy_1990s
5680440,utility,21/10/1997,Registration and connection in a communication network,1997,4,10,1,294,31/12/1997,54,7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5680450,utility,21/10/1997,Apparatus and method for canceling acoustic echoes including non-linear distortions in loudspeaker telephones,1997,4,10,1,294,31/12/1997,109,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5680567,utility,21/10/1997,Efficient addressing of large memories,1997,4,10,1,294,31/12/1997,38,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
D385252,design,21/10/1997,Charging base for a portable radiotelephone,1997,4,10,1,294,31/12/1997,43,6,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,legacy_1990s
5682533,utility,28/10/1997,Updating software within a telecommunications switch without interrupting existing communication and neither moving nor converting data,1997,4,10,1,301,31/12/1997,135,16,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,legacy_1990s
5684326,utility,04/11/1997,Emitter ballast bypass for radio frequency power transistors,1997,4,11,1,308,31/12/1997,60,8,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,legacy_1990s
5684480,utility,04/11/1997,Wide dynamic range analog to digital conversion,1997,4,11,1,308,31/12/1997,47,7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5687069,utility,11/11/1997,Rectifier bridge apparatus,1997,4,11,1,315,31/12/1997,26,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5687216,utility,11/11/1997,Apparatus for storing messages in a cellular mobile terminal,1997,4,11,1,315,31/12/1997,60,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5687292,utility,11/11/1997,Device and method for determining a distribution of resources of a physical network,1997,4,11,1,315,31/12/1997,83,13,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5689547,utility,18/11/1997,Network directory methods and systems for a cellular radiotelephone,1997,4,11,1,322,31/12/1997,67,9,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5689548,utility,18/11/1997,Emergency call back using MSC numbers,1997,4,11,1,322,31/12/1997,37,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5689562,utility,18/11/1997,Method for transmitting superimposed image data in a radio frequency communication system,1997,4,11,1,322,31/12/1997,89,12,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,legacy_1990s
5689801,utility,18/11/1997,"Power monitoring system for a single site, split location trunked radio communication system",1997,4,11,1,322,31/12/1997,92,13,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,legacy_1990s
5691973,utility,25/11/1997,Modular application software for telecommunications exchanges for providing all end user services traffic handling and charging requirements of an application type,1997,4,11,1,329,31/12/1997,163,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5691992,utility,25/11/1997,Punctured coding system for providing unequal error protection in a digital communication system,1997,4,11,1,329,31/12/1997,96,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5692022,utility,25/11/1997,Bit synchronizer,1997,4,11,1,329,31/12/1997,16,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5694232,utility,02/12/1997,Full duplex optical modem for broadband access network,1997,4,12,1,336,31/12/1997,54,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5694304,utility,02/12/1997,High efficiency resonant switching converters,1997,4,12,1,336,31/12/1997,45,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,legacy_1990s
5694391,utility,02/12/1997,Automatic retransmission request,1997,4,12,1,336,31/12/1997,32,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5694433,utility,02/12/1997,Efficient linear power amplification,1997,4,12,1,336,31/12/1997,36,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,legacy_1990s
5696351,utility,09/12/1997,Cable retention and sealing device,1997,4,12,1,343,31/12/1997,34,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5696697,utility,09/12/1997,Network element in a telecommunication network,1997,4,12,1,343,31/12/1997,46,6,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5697054,utility,09/12/1997,Method and apparatus for load sharing transceiver handlers in regional processors of radio communications systems,1997,4,12,1,343,31/12/1997,113,15,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5697089,utility,09/12/1997,Local oscillator having plural oscillators facilitating channel switching,1997,4,12,1,343,31/12/1997,73,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
D387347,design,09/12/1997,Single line communications terminal,1997,4,12,1,343,31/12/1997,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,legacy_1990s
5699053,utility,16/12/1997,Person paging method,1997,4,12,1,350,31/12/1997,20,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5699353,utility,16/12/1997,Extended trunked RF communications systems networking,1997,4,12,1,350,31/12/1997,53,6,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5699354,utility,16/12/1997,Audio routing within trunked radio frequency multisite switch,1997,4,12,1,350,31/12/1997,61,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5699367,utility,16/12/1997,Concatenated error detection coding and packet numbering for hierarchical ARQ schemes,1997,4,12,1,350,31/12/1997,85,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,legacy_1990s
5699407,utility,16/12/1997,Method and system for implementing extension phone within a cellular radio telecommunications network,1997,4,12,1,350,31/12/1997,101,13,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5700042,utility,23/12/1997,Torsionally-biased latch arrangement,1997,4,12,1,357,31/12/1997,36,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5701294,utility,23/12/1997,"System and method for flexible coding, modulation, and time slot allocation in a radio telecommunications network",1997,4,12,1,357,31/12/1997,113,16,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5701298,utility,23/12/1997,Automatic retransmission request,1997,4,12,1,357,31/12/1997,32,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
5701329,utility,23/12/1997,Standby power savings with cumulative party check in mobile phones,1997,4,12,1,357,31/12/1997,66,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,legacy_1990s
5701337,utility,23/12/1997,System and method for implementing a combined mobile phone and pager in a telecommunications network,1997,4,12,1,357,31/12/1997,100,15,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,legacy_1990s
